artigos|macrotemas|nomes_normas
. O registro do medicamento objeto de petição primária clone, nos termos desta Resolução, ficará vinculado ao registro do processo matriz, não podendo ocorrer divergência entre os registros, exceto quanto à rotulagem, nome de medicamento e aos dizeres legais em bula.|medicamentos|RDC 31_2014
. O deferimento da solicitação de petição secundária clone de que trata a presente Resolução está condicionada ao peticionamento exclusivamente eletrônico e à análise dos seguintes documentos:|medicamentos|RDC 31_2014
. A análise da solicitação de alteração pós-registro da petição secundária clone será feita concomitantemente à da petição secundária matriz, devendo haver uma mesma manifestação para ambas.|medicamentos|RDC 31_2014
. O protocolo do Histórico de Mudança do Produto – HMP, referente ao processo clone, deverá ocorrer em até 30 (dias) dias após o protocolo do HMP do processo matriz, independentemente da data de vencimento do registro do medicamento objeto do processo clone.|medicamentos|RDC 31_2014
. Quaisquer adequações do processo clone exigidas pela Anvisa deverão ser apresentadas de acordo com o prazo estabelecido para o processo matriz.|medicamentos|RDC 31_2014
. Para análise e deferimento das petições objeto desta Resolução, será observada a condição de satisfatoriedade da empresa peticionante do registro do medicamento, junto à Gerência-Geral de Inspeção, Monitoramento da Qualidade, Controle e Fiscalização de Insumos, Medicamentos, Produtos, Propaganda e Publicidade – GGIMP.|medicamentos|RDC 31_2014
. Para fins de análise de solicitação de registro de medicamentos genéricos e similares já protocolada nos termos da Instrução Normativa IN n° 6, de 23 de dezembro de 2008, pendente de análise técnica, as empresas deverão peticionar eletronicamente junto à Anvisa o assunto Aditamento - adequação à medicamento clone, no prazo de 90 (noventa) dias a partir da data de publicação desta Resolução, e apresentar a seguinte documentação, sob pena de indeferimento do registro:|medicamentos|RDC 31_2014
. Será facultada a utilização do procedimento simplificado eletrônico previsto nesta Resolução para os processos já registrados, mediante peticionamento eletrônico junto à Anvisa do assunto Registro de medicamento - clone, sendo concedido novo número de registro, mantido o nome de medicamento.|medicamentos|RDC 31_2014
. O descumprimento das disposições contidas nesta Resolução constitui infração sanitária, nos termos da Lei n° 6.437, de 20 de agosto de 1977, sem prejuízo das responsabilidades civil, administrativas e penal cabíveis.|medicamentos|RDC 31_2014
o Fica aprovado o Regulamento Sanitário que estabelece os requisitos de boas práticas para serviços de hemoterapia que desenvolvam atividades relacionadas ao ciclo produtivo do sangue e para serviços de saúde que realizem procedimentos transfusionais, incluindo captação de doadores, coleta, processamento, testagem, controle de qualidade e proteção ao doador e ao receptor, armazenamento, distribuição, transporte e transfusão em todo o território nacional, nos termos desta Resolução.|sangue, tecidos, células e órgãos|RDC 34_2014
° Esta Resolução possui o objetivo de estabelecer os requisitos de boas práticas a serem cumpridas pelos serviços de hemoterapia que desenvolvam atividades relacionadas ao ciclo produtivo do sangue e componentes e serviços de saúde que realizem procedimentos transfusionais, a fim de que seja garantida a qualidade dos processos e produtos, a redução dos riscos sanitários e a segurança transfusional.|sangue, tecidos, células e órgãos|RDC 34_2014
° Esta Resolução se aplica a todos os estabelecimentos que desenvolvam atividades relacionadas ao ciclo produtivo do sangue e componentes e serviços de saúde que realizem procedimentos transfusionais em todo território nacional.|sangue, tecidos, células e órgãos|RDC 34_2014
o Para efeito desta Resolução são adotadas as seguintes definições:|sangue, tecidos, células e órgãos|RDC 34_2014
o Todo serviço de hemoterapia deve solicitar licença sanitária inicial para o desenvolvimento de quaisquer atividades do ciclo do sangue, bem como sua renovação anual, de acordo com o disposto nesta Resolução e nos requisitos definidos pelo órgão de vigilância sanitária local competente.|sangue, tecidos, células e órgãos|RDC 34_2014
o O serviço de hemoterapia deve estar sob responsabilidade técnica de profissional médico, especialista em hemoterapia ou hematologia, ou qualificado por órgão competente devidamente reconhecido para este fim pelo Sistema Estadual de Sangue, que responderá pelas atividades executadas pelo serviço.|sangue, tecidos, células e órgãos|RDC 34_2014
o As atividades referentes ao ciclo do sangue devem ser realizadas por profissionais de saúde em número suficiente, habilitados e capacitados para a realização das atividades, de acordo com a legislação vigente.|sangue, tecidos, células e órgãos|RDC 34_2014
o O serviço de hemoterapia deve possuir projeto arquitetônico aprovado pelo órgão de vigilância sanitária competente.|sangue, tecidos, células e órgãos|RDC 34_2014
° Todo serviço de hemoterapia que realize atividades do ciclo do sangue deve ter um sistema de gestão da qualidade que inclua a definição da estrutura organizacional e das responsabilidades, a padronização de todos os processos e procedimentos, o tratamento de não conformidades, a adoção de medidas corretivas e preventivas e a qualificação de insumos, produtos e serviços e seus fornecedores, visando à implementação do gerenciamento da qualidade.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os profissionais responsáveis devem assegurar que todos os procedimentos técnicos, administrativos, de gerenciamento de resíduos, de limpeza e desinfecção sejam executados em conformidade com os preceitos legais e critérios técnicos cientificamente comprovados, os quais devem estar descritos em procedimentos operacionais padrão (POP) e documentados nos registros dos respectivos setores de atividades.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve possuir equipamentos suficientes e compatíveis com as atividades realizadas, devidamente identificados, bem como estabelecer programa que inclua qualificação, calibração, manutenção preventiva e corretiva dos equipamentos e instrumentos, mantendo os respectivos cronogramas e registros.|sangue, tecidos, células e órgãos|RDC 34_2014
. Todos os materiais e insumos que entram diretamente em contato com o sangue e componentes devem ser estéreis, apirogênicos e descartáveis.|sangue, tecidos, células e órgãos|RDC 34_2014
. Todos os materiais, equipamentos, insumos e reagentes utilizados para a coleta, preservação, processamento, testagem, armazenamento e utilização de sangue e componentes devem ser registrados ou autorizados junto à Anvisa e utilizados rigorosamente segundo instruções do fabricante.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve garantir o correto armazenamento dos materiais, insumos e reagentes, de forma a assegurar a manutenção da integridade, de acordo com as instruções do fabricante, com as Boas Práticas de Armazenamento e com a legislação pertinente.|sangue, tecidos, células e órgãos|RDC 34_2014
. Todas as atividades desenvolvidas pelo serviço de hemoterapia devem ser registradas e documentadas de forma a garantir a rastreabilidade dos processos e produtos, desde a obtenção até o destino final, incluindo a identificação do profissional que realizou o procedimento.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia que utilizar sistema informatizado deve possuir cópias de segurança em local distinto dos arquivos ativos, controle de acesso, garantia de inviolabilidade e confidencialidade das informações e possibilidade de identificar o profissional responsável pelas atividades envolvidas.|sangue, tecidos, células e órgãos|RDC 34_2014
. As atividades passíveis de terceirização devem ser acordadas e controladas entre as partes, e formalizadas mediante instrumento contratual específico que não elida ou minore a responsabilidade do contratante pelo atendimento dos requisitos sanitários estabelecidos por esta Resolução e demais legislações aplicáveis.|sangue, tecidos, células e órgãos|RDC 34_2014
. O descarte de sangue total, componentes e amostras laboratoriais devem estar de acordo com as legislações vigentes.|sangue, tecidos, células e órgãos|RDC 34_2014
. Todo serviço de hemoterapia que realize coleta de sangue deve elaborar e implementar um programa de captação de doadores, segundo critérios de seleção documentados que assegurem a proteção do doador e potencial receptor, com a participação de profissionais capacitados para esta atividade.|sangue, tecidos, células e órgãos|RDC 34_2014
. A doação de sangue deve ser voluntária, anônima, altruísta e não remunerada, direta ou indiretamente, preservando-se o sigilo das informações prestadas.|sangue, tecidos, células e órgãos|RDC 34_2014
. Para doação de sangue, o candidato deve apresentar documento de identificação, com fotografia, emitido por órgão oficial.|sangue, tecidos, células e órgãos|RDC 34_2014
. Todo candidato à doação deve ter um registro no serviço de hemoterapia.|sangue, tecidos, células e órgãos|RDC 34_2014
. O candidato à doação de sangue deve ser informado sobre as condições básicas e desconfortos associados à doação, devendo ser avisado sobre a realização de testes laboratoriais de triagem para doenças infecciosas transmitidas pelo sangue e sobre fatores que podem aumentar os riscos aos receptores, bem como sobre a importância de suas respostas na triagem clínica.|sangue, tecidos, células e órgãos|RDC 34_2014
. A cada doação, o candidato deve ser avaliado quanto aos seus antecedentes e ao seu estado de saúde atual, por meio de entrevista individual, realizada por profissional de saúde de nível superior devidamente capacitado, sob supervisão médica, em sala que garanta a privacidade e o sigilo das informações, para determinar se a coleta pode ser realizada sem causar-lhe prejuízo e para que a transfusão dos hemocomponentes obtidos a partir desta doação não venha a causar problemas aos receptores.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve cumprir os parâmetros para seleção de doadores estabelecidos pelo Ministério da Saúde, em legislação vigente, visando tanto à proteção do doador quanto a do receptor, bem como para a qualidade dos produtos, baseados nos seguintes requisitos:|sangue, tecidos, células e órgãos|RDC 34_2014
. A ficha de triagem clínica deve ser padronizada, contemplar os requisitos de seleção, a data da entrevista e a identificação do candidato à doação e do profissional que realizou a triagem clínica.|sangue, tecidos, células e órgãos|RDC 34_2014
. O candidato à doação só será considerado apto após avaliação de todos os requisitos estabelecidos para seleção de doadores e assinatura do Termo de Consentimento Livre e Esclarecido, de acordo com os critérios estabelecidos pelo Ministério da Saúde.|sangue, tecidos, células e órgãos|RDC 34_2014
. No caso de inaptidão, o doador deve ser informado sobre a causa e, quando necessário, encaminhado ao serviço de referência, de acordo com listagem pré-estabelecida, mantendo-se os registros na ficha de triagem.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia pode oferecer ao doador a oportunidade de se auto-excluir, de forma confidencial.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os registros do serviço de hemoterapia devem assegurar a relação entre a doação, os produtos, os materiais e os equipamentos ligados a ela, a fim de que seja garantida a rastreabilidade.|sangue, tecidos, células e órgãos|RDC 34_2014
. A sala de coleta deve ser organizada de forma a evitar erros relativos ao manejo de bolsas, amostras e etiquetas.|sangue, tecidos, células e órgãos|RDC 34_2014
. Antes do início da coleta, a identidade do doador deve ser verificada e confrontada com o material de coleta (bolsa plástica e tubos de amostra).|sangue, tecidos, células e órgãos|RDC 34_2014
. O volume total de sangue a ser coletado deve ser determinado e registrado pelo triador baseado no peso do doador e na relação entre o volume de sangue total e de anticoagulante da bolsa plástica.|sangue, tecidos, células e órgãos|RDC 34_2014
. A coleta de sangue deve ser realizada em condições assépticas, mediante uma só punção venosa, em bolsas plásticas, mantendo o sistema fechado, realizada por profissionais de saúde capacitados, sob supervisão de médico ou enfermeiro.|sangue, tecidos, células e órgãos|RDC 34_2014
. Durante o horário de coleta, o serviço de hemoterapia deve garantir a assistência médica, devidamente formalizada, para atuar em caso de eventos adversos à doação.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve manter registros detalhados de qualquer intercorrência relacionada à doação, incluindo coletas interrompidas, desistência de doadores e eventos adversos.|sangue, tecidos, células e órgãos|RDC 34_2014
. A identificação das bolsas, principal e satélites, e dos tubos para testes laboratoriais deve ser feita por sistema numérico ou alfanumérico e, preferencialmente, por código de barras, de forma a garantir a correspondência com o respectivo doador, e deve conter, no mínimo, as seguintes informações:|sangue, tecidos, células e órgãos|RDC 34_2014
. O nome do doador não deve constar da etiqueta das bolsas de sangue e componentes, com exceção daquelas destinadas à transfusão autóloga.|sangue, tecidos, células e órgãos|RDC 34_2014
. Após a coleta, o sangue total deve ser estocado em temperatura entre 2o e 6o C, exceto quando destinado à preparação de concentrado de plaquetas, devendo, neste caso, ser mantido entre 20o e 24oC até o momento da separação das plaquetas, observado preferencialmente o tempo máximo de 8 (oito) horas, não excedendo 24 (vinte e quatro) horas, contadas a partir do fim da coleta.|sangue, tecidos, células e órgãos|RDC 34_2014
. Após a coleta de sangue, o serviço de hemoterapia deve orientar o doador quanto aos cuidados pós-doação.|sangue, tecidos, células e órgãos|RDC 34_2014
. Após a doação, deve ser disponibilizada forma de hidratação oral ao doador, devendo o mesmo permanecer por um período de observação no serviço de hemoterapia antes de ser liberado.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve possuir profissional devidamente treinado, medicamentos, dispositivos e equipamentos necessários para a assistência médica ao doador que apresente eventos adversos, assim como ambiente privativo para o seu atendimento.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve acordar com o órgão de vigilância sanitária local competente o envio prévio da programação de coletas externas para aprovação da infraestrutura pretendida.|sangue, tecidos, células e órgãos|RDC 34_2014
. As unidades de sangue total coletadas em locais diferentes daqueles em que serão processadas (coletas externas e unidades de coleta) devem ser transportadas atendendo as legislações de transporte de material biológico vigentes, à temperatura de 1 a 10oC, se não se destinarem à preparação de plaquetas.|sangue, tecidos, células e órgãos|RDC 34_2014
. A coleta de hemocomponentes por aférese deve cumprir as mesmas exigências para a coleta de sangue total, sendo que as coletas de granulócitos, linfócitos e células progenitoras hematopoiéticas por aférese devem ser precedidas de uma avaliação médica.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia que realizar coleta de sangue autólogo deve ter procedimentos escritos com definição de critérios para aceitação e rejeição de doadores com registros para os testes imuno-hematológicos e os marcadores de infecções transmissíveis pelo sangue definidos pelo Ministério da Saúde.|sangue, tecidos, células e órgãos|RDC 34_2014
. Toda bolsa de sangue total coletada, desde que tecnicamente satisfatória, pode ser processada para a obtenção de hemocomponentes eritrocitários, plasmáticos e/ou plaquetários.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os hemocomponentes devem ser obtidos por centrifugação refrigerada do sangue total ou por coleta seletiva de hemocomponentes em máquina de aférese, com processos validados e equipamentos qualificados, de acordo com os critérios técnicos definidos pelo Ministério da Saúde e pelas boas práticas aplicadas ao ciclo produtivo do sangue.|sangue, tecidos, células e órgãos|RDC 34_2014
. Caso seja necessária realização de procedimentos especiais dos hemocomponentes que envolvam a abertura e a manipulação do sistema fechado, deve-se utilizar área ou equipamento que garanta a manutenção da esterilidade do produto, materiais e soluções utilizadas.|sangue, tecidos, células e órgãos|RDC 34_2014
. A estrutura física destinada à produção de hemocomponentes deve estar de acordo com as legislações vigentes sobre projetos físicos de estabelecimentos assistenciais de saúde, contendo, de acordo com a atividade a ser exercida, uma área/sala de pré-estocagem, sala para processamento de hemocomponentes, sala para liberação e rotulagem, sala para procedimentos especiais, claramente identificadas e utilizadas exclusivamente para esta finalidade.|sangue, tecidos, células e órgãos|RDC 34_2014
. As instalações, áreas de trabalho e equipamentos utilizados para o preparo de hemocomponentes devem ser mantidos em condições higiênico-sanitárias satisfatórias, com protocolos estabelecidos que incluam a periodicidade dos procedimentos de limpeza e desinfecção e com os respectivos registros.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os ambientes destinados ao processamento de sangue e componentes devem ter a temperatura mantida a 22 ± 2oC, com os respectivos registros de monitoramento e controle.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia que realize processamento de sangue proveniente de coletas externas ou de outros serviços deve avaliar as bolsas recebidas e observar, dentre outros aspectos, sua integridade física e a manutenção da temperatura exigida para o transporte.|sangue, tecidos, células e órgãos|RDC 34_2014
. As bolsas de sangue total com volume inferior a 300 (trezentos) mL devem ser desprezadas, exceto quando sejam produzidas em bolsas específicas para esta finalidade ou manipuladas em sistema estéril, mediante processo validado, de forma a não violar o sistema de conexões da bolsa, mantendo a relação volume de sangue e anticoagulante recomendada pelo fabricante.|sangue, tecidos, células e órgãos|RDC 34_2014
. Na obtenção dos hemocomponentes, o tubo conectado às bolsas deve ser preenchido com uma alíquota do produto suficiente para a realização dos testes pré-transfusionais.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os hemocomponentes eritrocitários produzidos devem ser armazenados a 4 ± 2oC, com validade a depender da solução preservante contida na bolsa.|sangue, tecidos, células e órgãos|RDC 34_2014
. O plasma fresco congelado (PFC) deve ser totalmente congelado, mediante processo validado, no prazo ideal de 8 (oito) horas e no máximo em 24 (vinte e quatro) horas após a coleta.|sangue, tecidos, células e órgãos|RDC 34_2014
. O plasma isento de crioprecipitado deve ser preparado em sistema fechado, armazenado a 18oC negativos ou a temperatura inferior, com validade de 12 (doze) meses.|sangue, tecidos, células e órgãos|RDC 34_2014
. O crioprecipitado deve ser produzido e utilizado segundo determinações do Ministério da Saúde e armazenado a 30oC negativo ou a temperatura inferior, com validade de 24 (vinte e quatro) meses, ou entre 18o e 30oC negativos, com validade de 12 (doze) meses a partir da data da coleta.|sangue, tecidos, células e órgãos|RDC 34_2014
. A produção de concentrados de plaquetas por sangue total poderá ser realizada até 24 (vinte e quatro) horas após a coleta se o sangue total for mantido em temperatura de 22 ± 2 oC.|sangue, tecidos, células e órgãos|RDC 34_2014
. O concentrado de granulócitos deve ser obtido por procedimento de aférese em doador único e armazenado a 22 ± 2oC, com validade de 24 (vinte e quatro) horas.|sangue, tecidos, células e órgãos|RDC 34_2014
. A irradiação de hemocomponentes deve ser feita em irradiador de células ou em acelerador linear usado para tratamento de radioterapia, sob supervisão de profissional qualificado e com processo validado periodicamente.|sangue, tecidos, células e órgãos|RDC 34_2014
. A produção de hemocomponentes especiais para uso autólogo deverá ser realizada de acordo com as instruções dos fabricantes de equipamentos, insumos e conjuntos de reagentes devidamente registrados/autorizados pela Anvisa, com processos validados.|sangue, tecidos, células e órgãos|RDC 34_2014
. Todo serviço de hemoterapia que produza hemocomponentes deve realizar controle de qualidade sistemático de todos os tipos de hemocomponentes produzidos, em laboratório específico de controle de qualidade.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os protocolos do controle de qualidade devem conter o tipo de controle a ser realizado em cada hemocomponente, a amostragem e os parâmetros mínimos exigidos nesta Resolução, sem prejuízo do disposto pelo Ministério da Saúde.|sangue, tecidos, células e órgãos|RDC 34_2014
. O controle de qualidade dos concentrados de hemácias e dos concentrados de plaquetas deve ser realizado em, pelo menos, 1% da produção ou 10 (dez) unidades / mês, o que for maior, sendo realizados os testes em amostras individuais de unidades produzidas.|sangue, tecidos, células e órgãos|RDC 34_2014
. O controle de qualidade do plasma e do crioprecipitado deve ser feito em, no mínimo, 4 ( quatro) unidades / mês ou 1% da produção, o que for maior, exceto o parâmetro volume, que deverá ser avaliado em todas as unidades produzidas.|sangue, tecidos, células e órgãos|RDC 34_2014
. Cada item verificado pelo controle de qualidade deve apresentar um percentual de conformidade igual ou superior a 75%, exceto para a produção de concentrado de plaquetas por aférese e contagem de leucócitos em componentes celulares desleucocitados, cuja conformidade deve ser igual ou superior a 90%.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os resultados do controle de qualidade devem ser sistematicamente analisados, revisados e as ações corretivas devem ser adotadas para as não conformidades observadas, mantendo-se os respectivos registros.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes de qualificação na amostra de sangue do doador devem ser realizados em laboratórios específicos para esta finalidade, com monitoramento e controle da temperatura mantida a 22 ± 2oC.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes laboratoriais devem ser realizados em amostra colhida no ato da doação de sangue, em tubo padronizado de acordo com o método e equipamento utilizado, identificado de forma a correlacionar amostra ao respectivo doador, inclusive os recebidos de outros serviços.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os conjuntos de reagentes utilizados na realização dos testes laboratoriais devem ser registrados ou autorizados pela Anvisa, armazenados e utilizados segundo as especificações do fabricante e ordenados de acordo com o prazo de validade.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes laboratoriais de qualificação no sangue do doador devem ser realizados seguindo as instruções dos fabricantes de insumos, reagentes, materiais e equipamentos.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os protocolos dos ensaios laboratoriais devem conter, no mínimo, a identificação do(s) teste(s) utilizado(s), nome do fabricante do conjunto diagnóstico/reagentes, número do lote e prazo de validade e a identificação do responsável pela execução do(s) ensaio(s).|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia que realize os exames de qualificação do doador deve estabelecer protocolo que contenha os critérios para aceitação e rejeição das amostras e liberação de resultados dos testes.|sangue, tecidos, células e órgãos|RDC 34_2014
. Todos os resultados e interpretação dos testes laboratoriais devem ser registrados e disponibilizados de forma a assegurar a não identificação do doador, garantindo o sigilo das informações.|sangue, tecidos, células e órgãos|RDC 34_2014
. As amostras devem ser transportadas de forma que garanta a sua integridade e a segurança para o pessoal envolvido em todo o processo.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia que terceirize os testes laboratoriais deve assegurar que os laboratórios terceirizados sejam regularizados junto ao órgão de vigilância sanitária competente, atendam às especificidades da triagem laboratorial de doadores, possuam programa de controle de qualidade laboratorial e cumpram os requisitos sanitários estabelecidos por esta Resolução e demais legislações vigentes.|sangue, tecidos, células e órgãos|RDC 34_2014
. Na ausência do interfaceamento com sistema informatizado ou outra forma eletrônica de verificação, devidamente validada, os resultados devem ser conferidos por mais de uma pessoa antes de serem liberados, mantidos os respectivos registros.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve realizar nas amostras de doações autólogas os mesmos testes imuno-hematológicos e para marcadores de infecções transmissíveis pelo sangue realizados nas doações alogênicas.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes imuno-hematológicos em amostras de doadores devem ser realizados em áreas distintas das dos receptores, devidamente identificadas.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes imuno-hematológicos para qualificação do doador devem ser realizados a cada doação, independentemente dos resultados de doações anteriores, segundo critérios estabelecidos pelo Ministério da Saúde, sendo obrigatórios:|sangue, tecidos, células e órgãos|RDC 34_2014
. Para a tipagem ABO, é obrigatória a realização de provas direta e reversa.|sangue, tecidos, células e órgãos|RDC 34_2014
. O controle da tipagem RhD deve ser sempre efetuado em paralelo, utilizando-se soro-controle do mesmo fabricante.|sangue, tecidos, células e órgãos|RDC 34_2014
. Quando a reação para a presença do antígeno RhD resultar negativa, deve ser efetuada a pesquisa do antígeno D-fraco, utilizando-se um ou mais antissoros anti RhD, sendo obrigatória a utilização de pelo menos 1(um) deles com anticorpo da classe IgG.|sangue, tecidos, células e órgãos|RDC 34_2014
. O hemocomponente cuja pesquisa de anticorpos antieritrocitários irregulares resultar positiva deve ser etiquetado como tal.|sangue, tecidos, células e órgãos|RDC 34_2014
. A investigação de hemoglobina S deve ser realizada em todos os doadores de sangue, pelo menos na primeira doação.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os hemocomponentes não devem ser etiquetados e liberados para utilização antes de serem resolvidas quaisquer discrepâncias nos resultados dos testes imuno-hematológicos, mantendo-se os registros das condutas adotadas.|sangue, tecidos, células e órgãos|RDC 34_2014
. A cada doação devem ser realizados obrigatoriamente testes laboratoriais de triagem de alta sensibilidade, para detecção de marcadores para as seguintes doenças infecciosas transmissíveis pelo sangue, independentemente dos resultados de doações anteriores, segundo critérios determinados nesta Resolução e nas demais normas do Ministério da Saúde:|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes laboratoriais para detecção de marcadores para doenças infecciosas transmissíveis pelo sangue devem ser realizados com fluxos e processos de trabalho específicos e utilizando conjuntos de reagentes próprios para tal finalidade.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes laboratoriais para detecção de marcadores para doenças infecciosas transmissíveis pelo sangue devem ser realizados em amostra colhida em tubo primário, desde a coleta até a fase de pipetagem no equipamento, inclusive os recebidos de outros serviços.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes em pool de amostras de sangue de doadores somente serão realizados no caso da incorporação de tecnologias que tenham aplicação comprovada, validada pelo fabricante quanto ao número de amostras para emprego em pool e após o registro na Anvisa.|sangue, tecidos, células e órgãos|RDC 34_2014
. O sangue total e os hemocomponentes somente devem ser liberados para transfusão após a obtenção de todos os resultados finais dos testes não reagentes ou negativos.|sangue, tecidos, células e órgãos|RDC 34_2014
. Nos casos de resultados reagentes/positivos ou inconclusivos nos testes sorológicos de triagem, o serviço de hemoterapia deve repetir os testes iniciais em duplicata, na mesma amostra da doação.|sangue, tecidos, células e órgãos|RDC 34_2014
. No caso do uso de testes de biologia molecular, somente podem ser liberadas as bolsas com resultados não reagentes/negativos tanto para os testes sorológicos quanto para os testes de biologia molecular.|sangue, tecidos, células e órgãos|RDC 34_2014
. Não é obrigatória a realização dos testes confirmatórios para a definição de diagnóstico pelo serviço de hemoterapia.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve registrar os procedimentos para a resolução de resultados discrepantes ou inconclusivos na triagem laboratorial.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve manter plasmateca ou soroteca de cada doação, com as amostras devidamente identificadas e registradas e armazenadas em temperatura igual ou inferior a 20oC negativos, por período mínimo de 6 (seis) meses.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve ter mecanismo que permita bloquear os doadores considerados inaptos na triagem laboratorial, mantendo os registros desses doadores.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia ou o serviço de referência responsável pela confirmação do diagnóstico deve notificar oficialmente à vigilância em saúde competente os casos de infecções transmissíveis pelo sangue de notificação compulsória.|sangue, tecidos, células e órgãos|RDC 34_2014
. Quando os testes de triagem laboratorial resultarem reagente/positivo ou inconclusivo para HIV 1 e 2, HBV, HCV, HTLV I/II, em um doador de sangue que em doações prévias apresentava resultado não reagente/negativo (soroconversão), o serviço de hemoterapia responsável pela produção dos hemocomponentes deve proceder à investigação de retrovigilância.|sangue, tecidos, células e órgãos|RDC 34_2014
. As responsabilidades pelos procedimentos de retrovigilância devem estar estabelecidas em contrato, convênio ou termo de compromisso e firmadas entre o serviço de hemoterapia que produziu os hemocomponentes e o serviço que os recebeu e transfundiu, não elidindo ou minorando as responsabilidades pelo atendimento dos requisitos sanitários estabelecidos por esta Resolução e demais instrumentos normativos aplicáveis.|sangue, tecidos, células e órgãos|RDC 34_2014
. Caso a indústria fracionadora de plasma excedente detecte resultados positivos/reagentes nos testes de unidades de plasma, esta deve comunicar ao Ministério da Saúde, à Anvisa e ao serviço de hemoterapia para que o processo de retrovigilância seja desencadeado.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve comunicar ao órgão de vigilância sanitária competente os casos instaurados de retrovigilância para acompanhamento e apoio nas investigações.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia que execute testes laboratoriais deve realizar Controle de Qualidade Interno (CQI), utilizando amostras de controles adicionais aos fornecidos pelo fabricante do reagente em uso e de acordo com um plano de procedimentos previamente elaborado e validado, contendo as especificações dos critérios de aceitação.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia que realize testes laboratoriais deve participar regularmente de programas de avaliação externa da qualidade (AEQ) para todos os testes realizados, a fim de assegurar a exatidão e a confiabilidade dos resultados obtidos.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve realizar controles de qualidade de cada lote e remessa dos reagentes e conjuntos diagnósticos antes da sua utilização na rotina de trabalho, de acordo com o preconizado pelo Ministério da Saúde e as boas práticas vigentes, mantendo os registros dos procedimentos executados, dos resultados, das não conformidades e das ações corretivo-preventivas.|sangue, tecidos, células e órgãos|RDC 34_2014
. As bolsas de sangue e hemocomponentes somente devem ser liberadas após a conclusão de todos os testes imuno-hematológicos e de triagem para marcadores de infecções transmissíveis pelo sangue, com resultados não reagentes/ negativos.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os rótulos e etiquetas afixados nas unidades de hemocomponentes (bolsas principal e satélites) devem ser impressos, legíveis e firmemente aderidos, não devendo ser rasurados ou adulterados.|sangue, tecidos, células e órgãos|RDC 34_2014
. O controle da etiquetagem e rotulagem de cada unidade de hemocomponente deve ser realizado por duas pessoas, exceto quando for utilizada verificação eletrônica por código de barras ou outra forma eletrônica devidamente validada.|sangue, tecidos, células e órgãos|RDC 34_2014
. A identificação das bolsas de hemocomponentes deve permitir a rastreabilidade desde a sua obtenção até o término do ato transfusional ou a produção de hemoderivados e insumos.|sangue, tecidos, células e órgãos|RDC 34_2014
. A etiqueta das bolsas de hemocomponentes liberados deve conter:|sangue, tecidos, células e órgãos|RDC 34_2014
. A etiqueta dos hemocomponentes liberados em forma de pool (concentrados de plaquetas e crioprecipitado), além das especificações já descritas no item anterior, deve conter:|sangue, tecidos, células e órgãos|RDC 34_2014
