Assunto/Ementa|Macrotema atual|Tema Biblioteca|Status do Ato|Citadora
Determina a não aceitação de novos estudos de resíduos, para fins de análise toxicológica de produtos formulados, ainda não protocolados na Agência Nacional de Vigilância Sanitária, e também a interrupção da análise dos estudos já protocolados na Agência, realizados pelo laboratório AGROSAFETY MONITORAMENTO AGRÍCOLA LTDA., até que comprovadas, por meio de nova vistoria técnica, a confiabilidade e a reprodutibilidade dos resultados provenientes daquele laboratório.|Agrotóxicos||Revogado|RDC 29/2009
Dispõe sobre a revogação da RDC n° 84, de 14/11/208.|Agrotóxicos|Critérios e exigências para avaliação e classificação toxicológica de agrotóxicos|Revogado|RDC 30/2009
ALTERA A RESOLUÇÃO RDC Nº 153, DE 14 DE JUNHO DE 2004, QUE TRATA DO REGULAMENTO TÉCNICO PARA OS PROCEDIMENTOS HEMOTERÁPICOS, INCLUINDO A COLETA, O PROCESSAMENTO, A TESTAGEM, O ARMAZENAMENTO, O TRANSPORTE, O CONTROLE DE QUALIDADE E O USO HUMANO DE SANGUE, E SEUS COMPONENTES, OBTIDOS DO SANGUE VENOSO, DO CORDÃO UMBILICAL, DA PLACENTA E DA MEDULA ÓSSEA|Sangue, Tecidos, Células e Órgãos||Revogado|RDC 31/2009
DISPÕE SOBRE SUBSTÂNCIAS QUÍMICAS DE REFERÊNCIA certificadas.|Farmacopeia|Substâncias Químicas de Referências (SQR)|Revogado|RDC 32/2009
ALTERA A RESOLUÇÃO – RDC Nº 99, DE 2008, QUE DISPÕE SOBRE O CONTROLE DE IMPORTAÇÕES E EXPORTAÇÕES DE SUBSTÂNCIAS E MEDICAMENTOS SOB REGIME ESPECIAL.|Temas transversais|Controle e fiscalização em importação, exportação e pesquisa com substâncias sob controle especial e plantas que podem originá-las|Vigente|RDC 33/2009
PROPOSTA DE REGULAMENTO TÉCNICO PARA O INGREDIENTE ATIVO CIHEXATINA EM DECORRÊNCIA DA REAVALIAÇÃO TOXICOLÓGICA.|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente|RDC 34/2009
Estabelece a relação de equipamentos médicos e materiais de uso em saúde que não se enquadram na situação de cadastro, permanecendo na obrigatoriedade de registro na ANVISA.|Produtos para a Saúde||Revogado|IN 07/2009
DISPÕE SOBRE A OBRIGATORIEDADE DE INSTRUÇÕES DE CONSERVAÇÃO E CONSUMO NA ROTULAGEM DE OVOS E DÁ OUTRAS PROVIDÊNCIAS.|Alimentos|Rotulagem de alimentos|Vigente|RDC 35/2009
DISPÕE SOBRE A PROIBIDA A EXPOSIÇÃO, A VENDA E A ENTREGA AO CONSUMO DE FORMOL OU DE FORMALDEÍDO (SOLUÇÃO A 37%) EM DROGARIA, FARMÁCIA, SUPERMERCADO, ARMAZÉM E EMPÓRIO, LOJA DE CONVENIÊNCIA E DRUGSTORE.|Cosméticos|Regularização de Substâncias em Produtos de Higiene Pessoal, Cosméticos e Perfumes|Vigente|RDC 36/2009
Atualiza a Resolução-RDC nº 79, de 11 de abril de 2003, que dispõe sobre a admissibilidade de códigos farmacêuticos estrangeiros.|Farmacopeia|Admissibilidade de farmacopeias estrangeiras|Vigente|RDC 37/2009
Dispõe sobre a inclusão de substâncias farmacêuticas na lista de Denominações Comuns Brasileiras – DCBs.|Farmacopeia||Revogado|RDC 38/2009
Dispõe sobre a lista de normas técnicas exigidas para a certificação de equipamentos elétricos sob regime de vigilância sanitária.|Produtos para a Saúde||Revogado|IN 08/2009
Prorroga o prazo para início de vigência da Resolução - RDC nº 62, de 3 de setembro de 2008.|Produtos para a Saúde|Regularização de preservativos masculinos de látex de borracha natural|Revogado|RDC 39/2009
Dispõe sobre a atualização do Anexo I, Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial, da Portaria SVS/MS nº. 344, de 12 de maio de 1998.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 40/2009
"Aprova o ""Regulamento Técnico sobre Atribuição de Aditivos e seus Limites Máximos para a Subcategoria 16.1.1 Bebidas Alcoólicas (com exceção das fermentadas)"", constante do Anexo desta Resolução."|Alimentos||Revogado|RDC 41/2009
Dispõe sobre procedimento, totalmente eletrônico, para a notificação à Agência Nacional de Vigilância Sanitária – ANVISA, de Produtos Saneantes de Risco I, em substituição ao disposto na Resolução RDC nº 184, de 22 de outubro de 2001 e dá outras providências.|Saneantes|Registro e notificação de produtos saneantes|Vigente com alterações|RDC 42/2009
DISPÕE SOBRE A SUSPENSÃO TEMPORÁRIA DAS PROPAGANDAS DE MEDICAMENTOS ISENTOS DE PRESCRIÇÃO MÉDICA À BASE DE ÁCIDO ACETILSALISÍLICO BEM COMO OS ANALGÉSICOS/ANTITÉRMICOS E DOS DESTINADOS AO ALÍVIO DOS SINTOMAS DA GRIPE.|Medicamentos||Revogado|RDC 43/2009
Dispõe sobre a relação de produtos permitidos para dispensação e comercialização em farmácias e drogarias.|Serviços de Saúde|Boas Práticas em Farmácias e Drogarias|Vigente|IN 09/2009
Aprova a relação dos medicamentos isentos de prescrição que poderão permanecer ao alcance dos usuários para obtenção por meio de auto-serviço em farmácias e drogarias.|Medicamentos||Revogado|IN 10/2009
Dispõe sobre Boas Práticas Farmacêuticas para o controle sanitário do funcionamento, da dispensação e da comercialização de produtos e da prestação de serviços farmacêuticos em farmácias e drogarias e dá outras providências.|Serviços de Saúde|Boas práticas em farmácias e drogarias|Vigente com alterações|RDC 44/2009
DISPÕE SOBRE MEDIDA DE INTERESSE SANITÁRIO A COMPULSORIEDADE DO MONITORAMENTO E DA NOTIFICAÇÃO DE TODO E QUALQUER EVENTO ADVERSO E QUEIXA TÉCNICA RELACIONADO AO USO DE MEDICAMENTOS CONTENDO OSELTAMIVIR PELOS DETENTORES DE REGISTROS DE TAIS PRODUTOS, SERVIÇOS DE SAÚDE E PROFISSIONAIS DE SAÚDE.|Medicamentos|Farmacovigilância|Revogado|RDC 45/2009
PROÍBE A COMERCIALIZAÇÃO, IMPORTAÇÃO E PROPAGANDA DE QUAISQUER DISPOSITIVOS ELETRÔNICOS PARA FUMAR, CONHECIDOS COMO CIGARRO ELETRÔNICO.|Tabaco|Proibições de produtos fumígenos ou semelhantes a fumígenos|Vigente|RDC 46/2009
ESTABELECE REGRAS PARA ELABORAÇÃO, HARMONIZAÇÃO, ATUALIZAÇÃO, PUBLICAÇÃO E DISPONIBILIZAÇÃO DE BULAS DE MEDICAMENTOS PARA PACIENTES E PARA PROFISSIONAIS DE SAÚDE.|Medicamentos|Bula e Rotulagem de Medicamentos|Vigente com alterações|RDC 47/2009
Dispõe sobre os procedimentos relacionados à protocolização do Histórico de Mudanças do Produto e define o prazo de análise das petições de alteração ou de inclusão de local de fabricação de medicamentos, com base no disposto na Resolução da Diretoria Colegiada, RDC nº 48 de 6 de outubro de 2009|Medicamentos|Requisitos técnicos e procedimentos administrativos para registro e pós-registro de medicamentos genéricos|Revogado|IN 11/2009
DISPÕE SOBRE REALIZAÇÃO DE ALTERAÇÃO, INCLUSÃO, SUSPENSÃO, REATIVAÇÃO, E CANCELAMENTO PÓS-REGISTRO DE MEDICAMENTOS E DÁ OUTRAS PROVIDÊNCIAS.|Medicamentos|Requisitos técnicos e procedimentos administrativos para registro e pós-registro de medicamentos genéricos|Revogado|RDC 48/2009
DISPÕE SOBRE AS VACINAS CONTRA GRIPE A SEREM UTILIZADAS NO BRASIL NO ANO DE 2010.|Medicamentos|Composição das vacinas influenza a serem utilizadas no Brasil|Caduco|RDC 49/2009
Dispõe sobre as provas de equivalência farmacêutica e biodisponibilidade relativa/bioequivalência para medicamentos na forma de sprays e aerossóis nasais de dose controlada.|Medicamentos|Metodologias de controle de qualidade, segurança e eficácia de medicamentos|Revogado|IN 12/2009
DISPÕE SOBRE  ALTERAÇÃO DA FRASE DE ADVERTÊNCIA PARA MEDICAMENTOS QUE CONTÊM CLOROFLUORCARBONOS.|Medicamentos|Bula e Rotulagem de Medicamentos|Vigente|RDC 50/2009
"DISPÕE SOBRE A COMPROVAÇÃO DE EFICÁCIA DE ESTERILIZANTES E DESINFETANTES HOSPITALARES PARA ARTIGOS SEMI-CRÍTICOS FRENTE À MICOBACTÉRIA ""MYCOBACTERIUM MASSILIENSE"" E DÁ OUTRAS PROVIDÊNCIAS."|Saneantes|Regularização de esterilizantes e desinfetantes hospitalares|Revogado|RDC 51/2009
Dispõe sobre a documentação para regularização de equipamentos médicos das Classes de Risco I e II.|Produtos para a Saúde||Revogado|IN 13/2009
DISPÕE SOBRE O FUNCIONAMENTO DE EMPRESAS ESPECIALIZADAS NA PRESTAÇÃO DE SERVIÇO DE CONTROLE DE VETORES E PRAGAS URBANAS E DÁ OUTRAS PROVIDÊNCIAS.|Saneantes|Funcionamento de empresas especializadas na prestação de serviço de controle de vetores e pragas urbanas|Vigente com alterações|RDC 52/2009
Autoriza a utilização de fumarato de tenofovir desoproxila no tratamento de hepatite B crônica em adultos.|Medicamentos|Farmacovigilância|Vigente|RDC 53/2009
Aprova os Guias de Farmacovigilância para a execução da RDC nº4/2009|Medicamentos|Farmacovigilância|Vigente|IN 14/2009
REVOGA A RDC Nº 43, DE 13 DE AGOSTO DE 2009, QUE DISPÕE SOBRE A SUSPENSÃO TEMPORÁRIA DAS PROPágANDAS DE MEDICAMENTOS ISENTOS DE PRESCRIÇÃO MÉDICA À BASE DE ÁCIDO ACETILSALISÍLICO BEM COMO OS ANALGÉSICOS/ANTITÉRMICOS E DOS DESTINADOS AO ALÍVIO DOS SINTOMAS DA GRIPE.|Medicamentos|Promoção comercial e publicidade de medicamentos|Revogado|RDC 54/2009
PROÍBE EM TODO TERRITÓRIO NACIONAL O USO DOS EQUIPAMENTOS PARA BRONZEAMENTO ARTIFICIAL, COM FINALIDADE ESTÉTICA, BASEADA NA EMISSÃO DA RADIAÇÃO ULTRAVIOLETA (UV).|Produtos para a Saúde|Equipamentos para bronzeamento artificial, com finalidade estética, baseada na emissão da radiação ultravioleta (UV)|Vigente|RDC 56/2009
DISPÕE SOBRE REGULAMENTO TÉCNICO PARA PRODUTOS SANEANTES CATEGORIZADOS COMO ÁGUA SANITÁRIA E ALVEJANTES À BASE DE HIPOCLORITO DE SÓDIO OU HIPOCLORITO DE CÁLCIO E DÁ OUTRAS PROVIDÊNCIAS.|Saneantes||Revogado|RDC 55/2009
Dispõe sobre os prazos, o cronograma e as priorizações para a primeira etapa da implantação do registro de insumos farmacêuticos ativos (IFA), definido na Resolução da Diretoria Colegiada – RDC nº 57, de 17 de novembro de 2009, ao qual as empresas estabelecidas no país que exerçam as atividades de fabricar ou importar insumos farmacêuticos ativos devem ajustar-se.|Insumos Farmacêuticos|Registro e notificação de insumos farmacêuticos|Vigente|IN 15/2009
Dispõe sobre o registro de insumos farmacêuticos ativos (IFA) e dá outras providências.|Insumos Farmacêuticos|Registro e notificação de insumos farmacêuticos|Vigente|RDC 57/2009
Substitui a lista de substâncias de ação conservante permitidas para produtos saneantes constante do Anexo da Resolução – RDC no 35/2008.|Saneantes||Revogado|RDC 58/2009
DISPÕE SOBRE A IMPLANTAÇÃO DO SISTEMA NACIONAL DE CONTROLE DE MEDICAMENTOS E DEFINIÇÃO DOS MECANISMOS PARA RASTREAMENTO DE MEDICAMENTOS, POR MEIO DE TECNOLOGIA DE CAPTURA, ARMAZENAMENTO E TRANSMISSÃO ELETRÔNICA DE DADOS E DÁ OUTRAS PROVIDÊNCIAS.|Medicamentos||Revogado|RDC 59/2009
DISPÕE SOBRE A PRODUÇÃO, DISPENSAÇÃO E CONTROLE DE AMOSTRAS GRÁTIS DE MEDICAMENTOS E DÁ OUTRAS PROVIDÊNCIAS.|Medicamentos|Bula e rotulagem de medicamentos|Vigente com alterações|RDC 60/2009
Dispõe sobre o funcionamento dos Laboratórios de Histocompatibilidade e Imunogenética que realizam atividades para fins de transplante e dá outras providências.|Sangue, Tecidos, Células e Órgãos|Triagem laboratorial de doadores de órgãos e tecidos humanos|Vigente|RDC 61/2009
Dispõe sobre certificação de Substâncias Químicas de Referência.|Farmacopeia|Substâncias Químicas de Referências (SQR)|Vigente|RDC 62/2009
Dispõe sobre as Boas Práticas de Fabricação de Radiofármacos.|Medicamentos|Boas práticas de fabricação de medicamentos|Vigente com alterações|RDC 63/2009
DISPÕE SOBRE O REGISTRO DE RADIOFÁRMACOS.|Medicamentos|Registro de produtos radiofármacos|Vigente com alterações|RDC 64/2009
Dispõe sobre a alteração das Resoluções da Diretoria Colegiada – RDC nº. 222, de 28 de dezembro de 2006 e  nº 8 de 14 de fevereiro de 2007.|Temas transversais|Peticionamento e arrecadação de Taxa de Fiscalização de Vigilância Sanitária (TFVS)|Vigente|RDC 65/2009
Dispõe sobre o transporte no território nacional de órgãos humanos em hipotermia para fins de transplantes.|Sangue, Tecidos, Células e Órgãos|Transporte de material biológico humano, sangue e componentes, tecidos, células e órgãos|Vigente|RDC 66/2009
DISPÕE SOBRE NORMAS DE TECNOVIGILANCIA APLICÁVEIS AOS DETENTORES DE REGISTRO DE Produtos para a Saúde NO BRASIL.|Produtos para a Saúde|Tecnovigilância|Vigente|RDC 67/2009
Dispõe sobre a inclusão de parágrafo no art. 3º da RDC nº. 66, de 5 de outubro de 2007.|Medicamentos||Revogado|RDC 68/2009
Institui instruções sobre registro, fabricação, controle de qualidade, comercialização e uso de Dispositivo Intra-Uterino (DIU) contendo cobre.|Produtos para a Saúde|Regularização de Dispositivo Intra-Uterino (DIU)|Vigente|RDC 69/2009
Dispõe sobre a atualização do Anexo I, Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial, da Portaria SVS/MS nº. 344, de 12 de maio de 1998.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 70/2009
Estabelece regras para a rotulagem de medicamentos.|Medicamentos|Bula e Rotulagem de Medicamentos|Vigente com alterações|RDC 71/2009
DISPÕE SOBRE O REGULAMENTO TÉCNICO QUE VISA À PROMOÇÃO DA SAÚDE NOS PORTOS DE CONTROLE SANITÁRIO INSTALADOS EM TERRITÓRIO NACIONAL, E EMBARCAÇÕES QUE POR ELES TRANSITEM.|Portos, Aeroportos e Fronteiras|Vigilância em saúde de plataformas|Vigente com alterações|RDC 72/2009
Dispõe sobre os critérios para peticionamento de Concessão, Renovação, Cancelamento a pedido, Alteração, Retificação de Publicação e Reconsideração de Indeferimento da Autorização de Funcionamento de Empresa (AFE) dos estabelecimentos de comércio varejista de medicamentos: farmácias e drogarias.|Medicamentos||Revogado|RDC 01/2010
Regulamenta a Resolução RDC nº 59, de 24 de novembro de 2009, que dispõe sobre a implantação do Sistema Nacional de Controle de Medicamentos, com vistas ao regramento da produção e o controle da distribuição das etiquetas de segurança para o Sistema de Rastreamento de Medicamentos e dá outras providências.|Medicamentos||Revogado|IN 01/2010
Institui o protocolo eletrônico (on-line) para o peticionamento de Concessão, Renovação, Cancelamento a pedido, Alteração, Retificação de Publicação e Reconsideração de Indeferimento da Autorização de Funcionamento de Empresa (AFE) dos estabelecimentos de comércio varejista de medicamentos: farmácias e drogarias.|Medicamentos||Revogado|IN 02/2010
Estabelece e divulga definições adotadas na Resolução RDC nº 185, de 13 de outubro de 2006.|Produtos para a Saúde|Monitoramento do mercado de produtos para a saúde|Vigente|IN 03/2010
DISPÕE SOBRE O GERENCIAMENTO DE TECNOLOGIAS EM SAÚDE EM ESTABELECIMENTOS DE SAÚDE.|Serviços de Saúde|Boas Práticas para gerenciamento de tecnologias em serviços de saúde|Vigente com alterações|RDC 02/2010
DEFINE OS CRITÉRIOS CRONOLÓGICOS PARA ANÁLISE DOS PROCESSOS DE REGISTRO OU CADASTRO DE PRODUTOS DEFINIDOS COMO Produtos para a Saúde, NO ÂMBITO DA AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA.|Produtos para a Saúde|Registro, pós-registro, cadastro ou notificação de produtos para saúde|Vigente|RDC 03/2010
Prorroga o prazo disposto no inciso I, Art.11, da Resolução da Diretoria Colegiada - RDC nº 42 de 13 de agosto de 2009, que dispõe sobre o procedimento eletrônico para a notificação de produtos Saneantes de Risco I.|Saneantes|Registro e notificação de produtos saneantes|Revogado|RDC 04/2010
Dispõe sobre o acréscimo do Art.12-A na Resolução da Diretoria Colegiada – RDC nº 55, de 10 de novembro de 2009 que trata do Regulamento Técnico para Produtos Saneantes Categorizados como Água Sanitária e alvejantes à Base de Hipoclorito de Sódio ou Hipoclorito de Cálcio.|Saneantes||Revogado|RDC 05/2010
Estabelecer as diretrizes e exigências para o registro dos agrotóxicos, seus componentes e afins para culturas com suporte fitossanitário insuficiente, bem como o limite máximo de resíduos permitido.|Agrotóxicos||Revogado|INC 01/2010
FICA ESTENDIDA A APLICAÇÃO DO CADASTRAMENTO PARA Produtos para a Saúde AOS FIOS TÊXTEIS COM PROPRIEDADES TÉRMICAS, INDICADOS PARA COMPOSIÇÃO DE VESTIMENTAS COM EFEITOS TERAPÊUTICOS, DE EMBELEZAMENTO OU CORREÇÃO ESTÉTICA.|Produtos para a Saúde|Regularização de Fios Têxteis com propriedades térmicas|Vigente|RDC 06/2010
Dispõe sobre indicadores para avaliação de Unidades de Terapia Intensiva|Serviços de Saúde|Requisitos sanitários para funcionamento de Unidades de Terapia Intensiva (UTI)|Vigente|IN 04/2010
DISPÕE SOBRE OS REQUISITOS MÍNIMOS PARA FUNCIONAMENTO DE UNIDADES DE TERAPIA INTENSIVA.|Serviços de Saúde|Requisitos sanitários para funcionamento de Unidades de Terapia Intensiva (UTI)|Vigente com alterações|RDC 07/2010
Prorroga o prazo previsto no artigo 117, da Resolução da Diretoria Colegiada - RDC nº 72, de 29 de dezembro de 2009.|Portos, Aeroportos e Fronteiras|Vigilância em saúde de plataformas|Revogado|RDC 08/2010
Altera dispositivos da RDC nº 69, de 1º de outubro de 2008, que dispõe sobre as Boas Práticas de Fabricação de Gases Medicinais.|Medicamentos|Boas práticas de armazenamento, distribuição e transporte de gases medicinais|Vigente|RDC 09/2010
Dispõe sobre a notificação de drogas vegetais junto à Agência Nacional de Vigilância Sanitária (ANVISA) e dá outras providências.|Medicamentos||Revogado|RDC 10/2010
Aprova a inclusão de Denominações Comuns Brasileiras (DCB) na Lista de DCB divulgada no Anexo II da Resolução de Diretoria Colegiada RDC nº 211, de 2006,  e dá outras providências.|Farmacopeia||Revogado|RDC 11/2010
AUTORIZA, EM CARÁTER EXCEPCIONAL, A FABRICAÇÃO, IMPORTAÇÃO E COMERCIALIZAÇÃO DE LUVAS CIRÚRGICAS DE BORRACHA SINTÉTICA, SOB REGIME DE VIGILÂNCIA SANITÁRIA.|Produtos para a Saúde|Regularização de luvas cirúrgicas e não cirúrgicas|Revogado|RDC 12/2010
Dispõe sobre a atualização do Anexo I, Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial, da Portaria SVS/MS nº 344, de 12 de maio de 1998 e dá outras providências.|Temas transversais|Atualização das listas de substâncias e plantas sujeitas a controle especial|Vigente com alterações|RDC 13/2010
Fica estabelecida a LISTA DE REFERÊNCIAS BIBLIOGRÁFICAS PARA AVALIAÇÃO DE SEGURANÇA E EFICÁCIA DE MEDICAMENTOS FITOTERÁPICOS, conforme anexo da presente Instrução Normativa.|Medicamentos||Revogado|IN 05/2010
Dispõe sobre o registro de medicamentos fitoterápicos.|Medicamentos||Revogado|RDC 14/2010
Dispõe sobre a alteração da RDC Nº 13 de 26 março de 2010.|Temas transversais|Atualização das listas de substâncias e plantas sujeitas a controle especial|Vigente|RDC 15/2010
ALTERA E REVOGA TEXTOS NORMATIVOS RELACIONADOS À APRESENTAÇÃO PRÉVIA À ANVISA DO PROTOCOLO DE ESTUDO DE BIOEQUIVALÊNCIA.|Medicamentos|Registro e pós registro de medicamentos sintéticos e semissintéticos|Vigente|RDC 16/2010
DISPÕE SOBRE AS BOAS PRÁTICAS DE FABRICAÇÃO DE MEDICAMENTOS.|Medicamentos|Boas Práticas de Fabricação de Medicamentos|Vigente com alterações|RDC 17/2010
DISPÕE SOBRE ALIMENTOS PARA ATLETAS.|Alimentos|Requisitos sanitários para alimentos para fins especiais|Revogado|RDC 18/2010
Dispõe sobre a obrigatoriedade das empresas informarem à ANVISA a quantidade de fenilalanina, proteína e umidade de alimentos, para elaboração de tabela do conteúdo de fenilalanina em alimentos, assim como disponibilizar as informações nos sítios eletrônicos das empresas ou serviço de atendimento ao consumidor (SAC).|Alimentos|Informações sobre fenilalanina em alimentos|Vigente|RDC 19/2010
DÁ NOVA REDAÇÃO AO DISPOSTO NO ART. 9º, DA RESOLUÇÃO DA DIRETORIA COLEGIADA - RDC Nº 52 DE 22 DE OUTUBRO DE 2009, QUE DISPÕE SOBRE O FUNCIONAMENTO DE EMPRESAS ESPECIALIZADAS NA PRESTAÇÃO DE SERVIÇO DE CONTROLE DE VETORES E PRAGAS URBANAS E DÁ OUTRAS PROVIDÊNCIAS.|Saneantes|Funcionamento de empresas especializadas na prestação de serviço de controle de vetores e pragas urbanas|Vigente|RDC 20/2010
A fiscalização de meios de transporte, estabelecimentos e serviços sujeitos a controle sanitário em Portos, Aeroportos e Fronteiras poderá ser registrada em meios eletrônicos.|Portos, Aeroportos e Fronteiras|Controle sanitário de portos, aeroportos, fronteiras e recintos alfandegados|Vigente|IN 06/2010
Estabelece a relação de equipamentos médicos e materiais de uso em saúde que não se enquadram na situação de cadastro, permanecendo na obrigatoriedade de registro na ANVISA.|Produtos para a Saúde||Revogado|IN 07/2010
Dá nova redação ao caput e revoga os §§ 1º, 2º, 3º e 4º do art. 9º da Instrução Normativa nº 1, de 13 de janeiro de 2010|Medicamentos||Revogado|IN 08/2010
Dispõe sobre a oferta, propaganda, publicidade, informação e outras práticas correlatas cujo objetivo seja a divulgação e a promoção comercial de alimentos considerados com quantidades elevadas de açúcar, de gordura saturada, de gordura trans, de sódio, e de bebidas com baixo teor nutricional, nos termos desta Resolução, e dá outras providências.|Alimentos|Promoção comercial e publicidade em alimentos|Vigente|RDC 24/2010
DISPÕE SOBRE A ATUALIZAÇÃO DO ANEXO I, LISTAS DE SUBSTÂNCIAS ENTORPECENTES, PSICOTRÓPICAS, PRECURSORAS E OUTRAS SOB CONTROLE ESPECIA, DA PORTARIA SVS/MS Nº 344, DE 12/05/98 E DÁ OUTRAS PROVIDÊNCIAS.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 21/2010
DISPÕE SOBRE A REGULAMENTAÇÃO DA TRASFERÊNCIA DE TITULARIDADE DE REGISTRO DE PRODUTOS SUJEITOS Á VIGILÂNCIA SANITÁRIA EM RAZÃO DE OPERAÇÕES SOCIETÁRIAS.|Temas transversais||Revogado|RDC 22/2010
Prorroga vigência de Resolução da Diretoria Colegiada para fins de adequação do setor produtivo às exigências da norma.|Medicamentos|Boas Práticas de Fabricação de Medicamentos|Revogado|RDC 23/2010
Altera a RDC nº 58, de 5 de setembro de 2007, que dispõe sobre o aperfeiçoamento do controle e fiscalização de substâncias psicotrópicas anorexígenas e dá outras providências.|Medicamentos||Revogado|RDC 25/2010
Dispõe sobre a manipulação do fosfato de oseltamivir pó para solução oral, e dá outras providências.|Medicamentos|Boas práticas de manipulação de preparações magistrais e oficinais para uso humano|Vigente|RDC 26/2010
Aprovar em caráter excepcional, o uso da substância polidimetilsiloxano (ou dimetilpolisiloxano) como coadjuvante de tecnologia na função de detergente com limite máximo de 0,001g/100mL na produção de cervejas|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Revogado|RE 3634/2010
Dispõe sobre as categorias de alimentos e embalagens isentos e com obrigatoriedade de registro sanitário.|Alimentos|Procedimentos para regularização de alimentos e embalagens|Vigente com alterações|RDC 27/2010
Regulamento Técnico para o Ingrediente Ativo Endossulfam em decorrência da Reavaliação Toxicológica|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente|RDC 28/2010
Dispõe sobre certificação de Boas Práticas de Fabricação para fabricantes internacionais de insumos farmacêuticos ativos.|Insumos Farmacêuticos||Revogado|RDC 29/2010
Altera dispositivos do Regulamento Técnico de Boas Práticas de Distribuição e Fracionamento de Insumos Farmacêuticos, aprovado pela RDC nº 204, de 14 de novembro de 2006|Insumos Farmacêuticos|Boas Práticas para distribuição e fracionamento de Insumos Farmacêuticos|Vigente|RDC 32/2010
Dispõe sobre a inclusão, retificação e exclusão de Denominações Comuns Brasileiras - DCB na Lista de DCB.|Farmacopeia||Revogado|RDC 30/2010
Dispõe sobre a realização dos Estudos de Equivalência Farmacêutica e de Perfil de Dissolução Comparativo.|Medicamentos|Metodologias de controle de qualidade, segurança e eficácia de medicamentos|Vigente com alterações|RDC 31/2010
Dispõe sobre a proibição de registro de novos produtos saneantes na categoria “esterilizantes” para aplicação sob a forma de imersão, a adequação dos produtos esterilizantes e desinfetantes hospitalares para artigos semicríticos já registrados na ANVISA e dá outras providências.|Saneantes||Revogado|RDC 33/2010
Dispõe sobre o Regulamento Técnico para produtos saneantes desinfestantes.|Saneantes|Regularização de produtos saneantes desinfestantes|Vigente|RDC 34/2010
Dispõe sobre o Regulamento Técnico para produtos com ação antimicrobiana utilizados em artigos críticos e semicríticos.|Saneantes|Regularização de esterilizantes e desinfetantes hospitalares|Vigente|RDC 35/2010
Regulamento técnico para o ingrediente ativo Fosmete em decorrência da reavaliação toxicológica|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente|RDC 36/2010
Regulamento técnico para o ingrediente ativo Triclorfom em decorrência da reavaliação toxicológica|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente|RDC 37/2010
Altera a RDC nº 234, de 17 de agosto de 2005, que dispõe sobre a importação de produtos biológicos em sua embalagem primária e o produto biológico terminado sujeito ao regime de vigilância sanitária.|Medicamentos|Procedimentos para importação/exportação de medicamentos|Vigente|RDC 38/2010
Dispõe sobre o uso de componentes mascarantes em produtos saneantes desinfestantes e dá outras providências.|Saneantes|Regularização de produtos saneantes desinfestantes|Vigente|IN 09/2010
Dispõe sobre a “lista de substâncias corantes permitidas para produtos de higiene pessoal, cosméticos e perfumes” e dá outras providências.|Cosméticos||Revogado|RDC 39/2010
Dispõe sobre o gerenciamento de tecnologias em saúde em estabelecimentos de saúde.|Serviços de Saúde|Boas práticas para gerenciamento de tecnologias em serviços de saúde|Revogado|RDC 40/2010
PRORROGA O PRAZO, EM CARÁTER EXCEPCIONAL, ESTABELECIDO NA RESOLUÇÃO RDC/ANVISA Nº 12, DE 11 DE MARÇO DE 2010.|Produtos para a Saúde|Regularização de luvas cirúrgicas e não cirúrgicas|Revogado|RDC 41/2010
Dispõe sobre a obrigatoriedade de disponibilização de preparação alcoólica para fricção antisséptica das mãos, pelos serviços de saúde do País, e dá outras providências.|Serviços de Saúde|Utilização de preparação alcoólica para fricção antisséptica das mãos indicada para serviços de saúde|Vigente|RDC 42/2010
Dispõe sobre vacinas influenza a serem utilizadas no Brasil no ano de 2011.|Medicamentos|Composição das vacinas influenza a serem utilizadas no Brasil|Caduco|RDC 43/2010
DISPÕE SOBRE O CONTROLE DE MEDICAMENTOS À BASE DE SUBSTÂNCIAS CLASSIFICADAS COMO ANTIMICROBIANOS, DE USO SOB  PRESCRIÇÃO MÉDICA, ISOLADAS OU EM ASSOCIAÇÃO E DÁ OUTRAS PROVIDÊNCIAS.|Medicamentos||Revogado|RDC 44/2010
Dispõe sobre renovação simplificada do registro de medicamentos.|Medicamentos|Registro e pós registro de medicamentos sintéticos e semissintéticos|Revogado|IN 10/2010
Dispõe sobre a tecnologia, a produção, o fornecimento e o controle da distribuição das etiquetas auto-adesivas de segurança para o Sistema de Rastreamento de Medicamentos e dá outras providências.|Medicamentos||Revogado|IN 11/2010
